buggy,Requirement ID,Project name,dataset,date,measurementDateName,DA_ACT,DA_CND,DA_CNT,DA_IMP,DA_INC,DA_OPT,DA_SRC,DA_WKP,EX_DIR,EX_VRB,EX_SBJ,EX_RDS,EX_ACD,EX_AMG,EX_ICP,EX_CNS,EX_ENT,IT_POL,IT_SUB,EX_COD,CM_NNS,CM_PNS,CM_ONS
"1","HBASE-6550","HBASE","apachejit","2012-08-09","OneSecondBeforeFirstAssignmentDate","20","0","0","1","0","2","0","0","0","20","39","59.33","0.11428571428571428","0","0","142","5","0.146875","0.421875","False","0","0","0"
"1","HBASE-6552","HBASE","apachejit","2012-08-09","OneSecondBeforeFirstAssignmentDate","8","0","0","1","0","0","0","0","0","8","18","70.84","0.1","1","0","69","1","0.2866666666666667","0.39333333333333337","False","0","0","0"
"0","HBASE-6553","HBASE","apachejit","2012-08-09","OneSecondBeforeFirstAssignmentDate","3","0","0","0","0","0","0","0","0","3","3","83.62","0.17647058823529413","0","0","14","2","0.0","0.0","False","0","0","0"
"1","HBASE-6562","HBASE","apachejit","2012-08-12","OneSecondBeforeFirstAssignmentDate","6","0","0","0","0","0","1","0","0","6","13","47.79","0.1016949152542373","0","1","45","4","-0.25","0.75","False","0","0","0"
"1","HBASE-6564","HBASE","apachejit","2012-08-19","OneSecondBeforeFirstAssignmentDate","5","2","0","0","0","0","0","0","1","5","7","69.11","0.12195121951219512","0","0","38","1","0.0625","0.5","False","2","0.16666666666666666","1"
"1","HBASE-6568","HBASE","apachejit","2012-08-13","OneSecondBeforeFirstAssignmentDate","2","0","0","1","0","0","0","0","0","2","9","61.63","0.0625","1","0","29","1","0.3","0.3333333333333333","True","0","0.0","0"
"1","HBASE-6569","HBASE","apachejit","2012-08-13","OneSecondBeforeFirstAssignmentDate","10","0","0","0","0","0","0","0","0","10","21","44.44","0.10752688172043011","0","0","73","1","-0.03452380952380951","0.41666666666666663","True","0","0","0"
"0","HBASE-6577","HBASE","apachejit","2012-08-14","OneSecondBeforeFirstAssignmentDate","6","1","0","2","0","0","0","0","0","6","10","67.04","0.13333333333333333","2","1","38","1","0.0","0.20833333333333334","False","0","0","0"
"1","HBASE-6580","HBASE","apachejit","2013-07-28","OneSecondBeforeFirstAssignmentDate","10","1","0","0","0","1","0","0","0","10","25","75.91","0.09090909090909091","1","0","87","5","0.20727272727272722","0.37733766233766236","False","4","0.13333333333333333","1"
"1","HBASE-6583","HBASE","apachejit","2012-08-14","OneSecondBeforeFirstAssignmentDate","4","3","0","0","0","0","0","0","1","4","7","68.6","0.09302325581395349","0","1","39","1","0.0","0.13333333333333333","False","0","0","0"
"1","HBASE-6585","HBASE","apachejit","2012-08-17","OneSecondBeforeFirstAssignmentDate","13","1","0","1","0","0","0","0","1","13","28","56.45","0.11304347826086956","1","0","89","1","0.134375","0.4583333333333333","True","0","0.0","0"
"1","HBASE-6590","HBASE","apachejit","2012-08-17","OneSecondBeforeFirstAssignmentDate","85","7","0","7","0","3","4","0","0","85","138","62.27","0.14143094841930118","1","0","494","15","0.033152173913043474","0.3793478260869566","True","0","0.0","0"
"1","HBASE-6591","HBASE","apachejit","2012-08-15","OneSecondBeforeFirstAssignmentDate","5","1","0","0","0","1","2","0","1","5","13","64.71","0.08928571428571429","0","0","45","0","0.11727272727272724","0.4209090909090909","False","0","0","0"
"0","HBASE-660","HBASE","apachejit","2008-06-02","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","1","0","0","1","3","-17.19","0.07692307692307693","0","0","8","1","0.0","0.0","False","2","0.5","1"
"0","HBASE-6601","HBASE","apachejit","2012-08-16","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","2","15.64","0.16666666666666666","0","0","5","1","0.0","0.0","False","0","0","0"
"0","HBASE-6616","HBASE","apachejit","2012-08-20","OneSecondBeforeFirstAssignmentDate","6","0","0","0","0","0","0","0","0","6","19","-14.42","0.049586776859504134","0","0","70","14","-0.021111111111111115","0.11333333333333336","True","0","0","0"
"0","HBASE-662","HBASE","apachejit","2008-06-03","OneSecondBeforeFirstAssignmentDate","2","0","0","0","0","0","0","0","2","2","10","37.98","0.038461538461538464","0","0","32","5","0.0","0.0","True","0","0","0"
"1","HBASE-6621","HBASE","apachejit","2012-08-20","OneSecondBeforeFirstAssignmentDate","13","0","0","0","0","1","0","0","0","13","25","66.44","0.12745098039215685","2","1","80","5","-0.125","1.0","False","0","0","0"
"1","HBASE-663","HBASE","apachejit","2008-06-03","OneSecondBeforeFirstAssignmentDate","13","1","0","4","0","1","0","0","0","13","33","66.88","0.09219858156028368","2","0","129","0","0.0","0.0","False","1","1.0","1"
"1","HBASE-6637","HBASE","apachejit","2012-08-22","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","2","29.52","0.09090909090909091","0","0","8","1","0.0","0.0","False","0","0","0"
"1","HBASE-6643","HBASE","apachejit","2012-08-23","OneSecondBeforeFirstAssignmentDate","10","2","0","1","0","1","2","0","0","10","12","53.07","0.19607843137254902","0","0","39","0","0.0","0.0","False","0","0","0"
"0","HBASE-6644","HBASE","apachejit","2012-08-23","OneSecondBeforeFirstAssignmentDate","6","0","0","1","0","0","0","0","1","6","6","79.97","0.2","1","0","25","2","0.225","0.35","False","0","0","0"
"0","HBASE-6649","HBASE","apachejit","2012-09-04","OneSecondBeforeFirstAssignmentDate","7","0","0","0","0","0","2","0","0","7","8","69.28","0.12962962962962962","0","0","45","2","-0.25","0.2866666666666667","False","7","0.4666666666666667","1"
"0","HBASE-6654","HBASE","apachejit","2012-08-24","OneSecondBeforeFirstAssignmentDate","2","0","0","0","0","1","0","0","0","2","9","90.97","0.06060606060606061","0","0","23","3","0.0","0.06666666666666667","False","0","0","0"
"1","HBASE-6658","HBASE","apachejit","2012-08-24","OneSecondBeforeFirstAssignmentDate","3","0","0","2","0","0","0","0","0","3","10","42.07","0.061224489795918366","1","0","37","0","0.0","0.45","False","0","0","0"
"0","HBASE-666","HBASE","apachejit","2008-06-04","OneSecondBeforeFirstAssignmentDate","7","0","0","0","0","0","0","0","1","7","9","44.71","0.21212121212121213","0","0","29","2","-0.25","0.5125","False","0","0","0"
"1","HBASE-6684","HBASE","apachejit","2012-08-29","OneSecondBeforeFirstAssignmentDate","9","0","0","0","0","0","1","0","1","9","35","-69.17","0.05625","0","0","78","11","-0.1758333333333333","0.4466666666666667","True","0","0","0"
"0","HBASE-6689","HBASE","apachejit","2012-08-29","OneSecondBeforeFirstAssignmentDate","8","3","0","0","0","0","1","0","0","8","20","61.7","0.08333333333333333","0","0","82","4","-0.03571428571428571","0.15714285714285714","False","0","0","0"
"0","HBASE-6694","HBASE","apachejit","2012-08-30","OneSecondBeforeFirstAssignmentDate","7","0","0","1","0","0","0","0","0","7","17","83.86","0.11864406779661017","1","0","51","3","0.0","0.1","False","0","0.0","0"
"0","HBASE-6706","HBASE","apachejit","2012-08-31","OneSecondBeforeFirstAssignmentDate","4","0","0","0","0","1","0","0","0","4","7","45.93","0.19047619047619047","0","0","18","1","0.0","0.0","False","0","0","0"
"1","HBASE-6707","HBASE","apachejit","2012-09-04","OneSecondBeforeFirstAssignmentDate","6","0","0","2","0","0","23","0","0","6","21","-194.65","0.04316546762589928","2","0","45","3","0.0","0.0","False","0","0.0","0"
"0","HBASE-671","HBASE","apachejit","2008-06-06","OneSecondBeforeFirstAssignmentDate","4","0","0","1","0","0","0","0","2","4","6","69.28","0.14285714285714285","1","0","21","1","0.13636363636363635","0.45454545454545453","False","0","0","0"
"0","HBASE-672","HBASE","apachejit","2008-06-07","OneSecondBeforeFirstAssignmentDate","4","0","0","0","0","0","0","0","0","4","5","61.83","0.18181818181818182","0","0","19","2","0.0","0.0","True","0","0.0","0"
"1","HBASE-6730","HBASE","apachejit","2012-09-06","OneSecondBeforeFirstAssignmentDate","7","0","0","2","0","0","0","0","0","7","11","69.48","0.14583333333333334","2","0","41","1","0.25","0.45","False","0","0","0"
"1","HBASE-6738","HBASE","apachejit","2012-09-24","OneSecondBeforeFirstAssignmentDate","94","6","0","1","1","6","8","2","1","94","191","58.08","0.09957627118644068","6","0","684","44","-0.02520365997638726","0.46247048406139313","True","2","0.5","1"
"0","HBASE-674","HBASE","apachejit","2008-06-09","OneSecondBeforeFirstAssignmentDate","3","1","0","2","0","0","2","0","0","3","15","64.04","0.05263157894736842","0","0","48","4","0.1","0.375","True","1","0.14285714285714285","1"
"0","HBASE-675","HBASE","apachejit","2008-10-25","OneSecondBeforeFirstAssignmentDate","15","0","0","4","0","0","0","1","1","15","30","66.27","0.12096774193548387","1","0","109","1","-0.020833333333333332","0.2645833333333333","True","5","0.5555555555555556","1"
"1","HBASE-6758","HBASE","apachejit","2012-09-11","OneSecondBeforeFirstAssignmentDate","13","0","0","2","0","0","0","0","0","13","17","43.09","0.15476190476190477","2","1","68","2","0.12272727272727273","0.3239057239057239","False","0","0","0"
"0","HBASE-676","HBASE","apachejit","2008-06-10","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","1","75.88","0.2","0","0","4","1","-0.05","0.4","False","0","0","0"
"1","HBASE-6778","HBASE","apachejit","2015-01-13","OneSecondBeforeFirstAssignmentDate","6","1","0","2","0","0","0","0","0","6","12","79.09","0.13953488372093023","2","0","35","1","0.125","0.3666666666666667","True","1","0.25","1"
"0","HBASE-6783","HBASE","apachejit","2012-09-14","OneSecondBeforeFirstAssignmentDate","9","0","0","2","0","0","0","0","0","9","18","68.57","0.1323529411764706","2","0","56","0","-0.046875","0.525","False","0","0","0"
"1","HBASE-6786","HBASE","apachejit","2012-10-12","OneSecondBeforeFirstAssignmentDate","5","0","0","1","0","0","0","0","0","5","8","32.39","0.15625","1","0","27","1","0.0","0.0","False","0","0","0"
"0","HBASE-6787","HBASE","apachejit","2012-10-19","OneSecondBeforeFirstAssignmentDate","5","0","0","1","0","0","0","0","0","5","8","32.39","0.15625","1","0","27","1","0.0","0.0","False","0","0","0"
"1","HBASE-6788","HBASE","apachejit","2012-09-26","OneSecondBeforeFirstAssignmentDate","9","0","0","1","0","0","0","0","0","9","12","39.63","0.17307692307692307","1","0","44","1","0.0","0.0","False","3","0.75","1"
"1","HBASE-6789","HBASE","apachejit","2012-12-20","OneSecondBeforeFirstAssignmentDate","8","1","0","2","0","0","1","0","0","8","17","6.2","0.10526315789473684","2","0","60","5","-0.041666666666666664","0.4583333333333333","False","2","0.2857142857142857","1"
"1","HBASE-679","HBASE","apachejit","2008-07-17","OneSecondBeforeFirstAssignmentDate","12","1","0","0","0","0","0","0","2","12","27","77.94","0.11650485436893204","0","0","82","2","-0.04582560296846012","0.41799628942486083","False","0","0.0","0"
"0","HBASE-6794","HBASE","apachejit","2012-09-15","OneSecondBeforeFirstAssignmentDate","6","0","0","1","0","0","0","0","0","6","14","31.89","0.12","1","1","42","2","0.14404761904761906","0.5154761904761904","False","0","0","0"
"1","HBASE-6797","HBASE","apachejit","2012-10-05","OneSecondBeforeFirstAssignmentDate","4","0","0","0","0","0","0","0","0","4","17","-58.99","0.058823529411764705","0","0","28","4","-0.625","0.65","True","2","0.6666666666666666","1"
"0","HBASE-680","HBASE","apachejit","2008-06-12","OneSecondBeforeFirstAssignmentDate","8","3","0","1","0","0","1","0","0","8","16","15.54","0.1111111111111111","1","0","46","4","0.0","0.0","False","0","0","0"
"1","HBASE-6804","HBASE","apachejit","2012-10-05","OneSecondBeforeFirstAssignmentDate","9","1","0","1","0","0","0","0","0","9","11","63.7","0.16363636363636364","1","0","48","0","0.03492063492063492","0.526984126984127","False","1","0.25","1"
"1","HBASE-6820","HBASE","apachejit","2012-09-18","OneSecondBeforeFirstAssignmentDate","10","0","0","1","0","0","0","0","0","10","22","8.53","0.10752688172043011","1","0","60","4","0.1148148148148148","0.46296296296296297","True","0","0","0"
"0","HBASE-6821","HBASE","apachejit","2012-09-18","OneSecondBeforeFirstAssignmentDate","5","0","0","0","0","0","0","0","1","5","8","46.13","0.15151515151515152","0","0","25","0","-0.06666666666666665","0.5","False","0","0","0"
"0","HBASE-6822","HBASE","apachejit","2012-09-18","OneSecondBeforeFirstAssignmentDate","30","2","0","1","0","2","6","1","0","30","61","57.47","0.1","1","0","220","11","0.05555555555555555","0.2777777777777778","True","0","0","0"
"1","HBASE-6825","HBASE","apachejit","2012-09-19","OneSecondBeforeFirstAssignmentDate","25","2","0","1","0","3","2","0","0","25","56","59.4","0.1037344398340249","0","0","191","21","0.08249999999999999","0.35423611111111114","False","0","0","0"
"1","HBASE-6830","HBASE","apachejit","2012-09-19","OneSecondBeforeFirstAssignmentDate","11","0","0","2","0","0","1","0","0","11","27","54.52","0.08661417322834646","3","1","100","6","-0.08124999999999999","0.2375","True","0","0","0"
"0","HBASE-6831","HBASE","apachejit","2012-09-19","OneSecondBeforeFirstAssignmentDate","6","0","0","0","0","0","0","0","0","6","7","28.8","0.16666666666666666","0","1","26","0","-0.5","0.3","False","0","0","0"
"0","HBASE-6835","HBASE","apachejit","2012-09-19","OneSecondBeforeFirstAssignmentDate","6","1","0","0","0","0","0","0","1","6","14","50.02","0.06896551724137931","0","0","57","2","-0.275","0.825","True","0","0","0"
"1","HBASE-6838","HBASE","apachejit","2012-09-19","OneSecondBeforeFirstAssignmentDate","3","0","0","0","0","2","0","0","0","3","7","26.98","0.12","0","1","21","0","0.0","0.21666666666666667","False","0","0","0"
"0","HBASE-6843","HBASE","apachejit","2012-09-20","OneSecondBeforeFirstAssignmentDate","11","1","0","0","0","2","7","0","0","11","65","-210.96","0.041353383458646614","0","0","108","18","0.1","0.4","True","0","0","0"
"1","HBASE-6848","HBASE","apachejit","2012-09-20","OneSecondBeforeFirstAssignmentDate","4","0","0","0","0","0","0","0","0","4","12","68.06","0.06896551724137931","1","0","35","1","0.22575757575757577","0.5636363636363637","True","0","0","0"
"0","HBASE-6849","HBASE","apachejit","2012-09-20","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","1","8.2","0.2","0","0","4","0","0.0","0.0","False","0","0","0"
"1","HBASE-6851","HBASE","apachejit","2012-09-21","OneSecondBeforeFirstAssignmentDate","18","5","0","2","0","1","1","0","0","18","36","21.36","0.08181818181818182","2","0","127","6","-0.08365800865800865","0.3227272727272727","True","0","0","0"
"1","HBASE-6858","HBASE","apachejit","2012-09-21","OneSecondBeforeFirstAssignmentDate","5","1","0","1","0","0","0","0","0","5","13","56.25","0.09803921568627451","0","0","45","2","0.4","0.6","False","0","0","0"
"0","HBASE-686","HBASE","apachejit","2008-06-15","OneSecondBeforeFirstAssignmentDate","12","2","0","2","0","0","0","0","0","12","23","51.95","0.11538461538461539","2","0","78","3","0.21250000000000002","0.30416666666666664","False","1","0.5","1"
"0","HBASE-6870","HBASE","apachejit","2012-09-24","OneSecondBeforeFirstAssignmentDate","4","0","0","1","0","0","0","0","2","4","8","27.49","0.11764705882352941","0","0","31","2","0.12285714285714286","0.3857142857142858","False","0","0","0"
"0","HBASE-6873","HBASE","apachejit","2012-09-24","OneSecondBeforeFirstAssignmentDate","60","2","0","2","0","2","9","0","0","60","241","-77.33","0.05870841487279843","1","0","542","84","0.040625","0.425","True","2","0.6666666666666666","1"
"1","HBASE-6876","HBASE","apachejit","2012-09-25","OneSecondBeforeFirstAssignmentDate","4","0","0","0","0","0","0","1","0","4","7","74.19","0.125","1","0","28","0","0.005555555555555573","0.7833333333333333","False","0","0","0"
"1","HBASE-6881","HBASE","apachejit","2012-09-25","OneSecondBeforeFirstAssignmentDate","8","4","0","1","0","1","1","0","0","8","17","30.33","0.061068702290076333","0","0","80","0","0.022272727272727267","0.46090909090909093","True","0","0","0"
"0","HBASE-6885","HBASE","apachejit","2012-09-26","OneSecondBeforeFirstAssignmentDate","4","0","0","1","0","0","0","0","0","4","7","75.71","0.12121212121212122","1","0","25","1","0.0","0.0","True","0","0","0"
"1","HBASE-6887","HBASE","apachejit","2012-12-04","OneSecondBeforeFirstAssignmentDate","13","0","0","0","0","0","0","0","0","13","11","14.66","0.22033898305084745","0","0","43","6","0.05","0.18333333333333335","False","1","0.2","1"
"1","HBASE-6894","HBASE","apachejit","2012-10-16","OneSecondBeforeFirstAssignmentDate","36","2","0","1","0","3","0","0","3","36","72","70.53","0.0962566844919786","2","0","258","15","0.06053529803529805","0.6135364635364635","True","4","0.3333333333333333","1"
"1","HBASE-6896","HBASE","apachejit","2012-10-22","OneSecondBeforeFirstAssignmentDate","10","2","0","0","0","1","0","0","0","10","25","38.32","0.10309278350515463","0","0","80","1","0.05714285714285715","0.29209401709401706","False","0","0.0","0"
"0","HBASE-6900","HBASE","apachejit","2012-09-29","OneSecondBeforeFirstAssignmentDate","25","6","0","2","0","1","2","0","0","25","42","56.76","0.11261261261261261","0","1","166","8","0.11488636363636365","0.3971212121212121","True","0","0","0"
"1","HBASE-6901","HBASE","apachejit","2012-09-29","OneSecondBeforeFirstAssignmentDate","7","1","0","0","0","1","0","0","0","7","8","-5.05","0.22580645161290322","0","1","26","0","0.35","0.65","True","0","0","0"
"0","HBASE-6914","HBASE","apachejit","2012-10-02","OneSecondBeforeFirstAssignmentDate","7","2","0","3","0","0","2","0","3","7","10","63.7","0.11666666666666667","1","0","48","0","0.09999999999999998","0.3333333333333333","False","0","0","0"
"0","HBASE-6918","HBASE","apachejit","2012-10-02","OneSecondBeforeFirstAssignmentDate","15","1","0","1","0","1","0","0","2","15","24","68.6","0.1724137931034483","0","1","78","7","-0.06666666666666668","0.3666666666666666","False","0","0","0"
"1","HBASE-6921","HBASE","apachejit","2012-10-02","OneSecondBeforeFirstAssignmentDate","8","0","0","0","0","0","0","0","0","8","11","72.22","0.14545454545454545","0","0","38","6","-0.019999999999999997","0.38","True","0","0","0"
"0","HBASE-6926","HBASE","apachejit","2012-10-02","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","2","99.23","0.14285714285714285","1","0","6","0","0.0","0.0","False","0","0","0"
"1","HBASE-6927","HBASE","apachejit","2012-10-02","OneSecondBeforeFirstAssignmentDate","8","0","0","0","0","1","1","0","1","8","30","21.97","0.06153846153846154","0","0","79","3","-0.0035714285714285704","0.6630952380952381","True","0","0","0"
"1","HBASE-6928","HBASE","apachejit","2012-10-02","OneSecondBeforeFirstAssignmentDate","4","0","0","0","0","0","0","0","0","4","14","-52.46","0.07407407407407407","0","0","27","3","-0.625","0.65","True","0","0","0"
"0","HBASE-6939","HBASE","apachejit","2012-10-03","OneSecondBeforeFirstAssignmentDate","6","1","0","0","0","0","0","0","0","6","10","54.22","0.15789473684210525","0","0","34","2","0.15","0.17857142857142858","False","0","0","0"
"0","HBASE-694","HBASE","apachejit","2008-06-18","OneSecondBeforeFirstAssignmentDate","5","2","0","0","0","0","0","0","0","5","8","30.87","0.09803921568627451","0","0","34","2","-0.175","0.125","False","0","0.0","0"
"1","HBASE-6942","HBASE","apachejit","2012-10-04","OneSecondBeforeFirstAssignmentDate","9","0","0","0","0","2","0","0","0","9","13","71.14","0.15789473684210525","0","0","51","0","0.14285714285714285","0.5178571428571428","False","0","0","0"
"1","HBASE-6949","HBASE","apachejit","2012-10-04","OneSecondBeforeFirstAssignmentDate","15","2","0","2","0","1","0","0","0","15","22","33.95","0.16666666666666666","2","0","82","3","-0.002777777777777777","0.30833333333333335","True","0","0","0"
"1","HBASE-6950","HBASE","apachejit","2012-10-04","OneSecondBeforeFirstAssignmentDate","33","0","0","1","0","2","11","0","0","33","43","58.52","0.125","3","0","198","3","0.03489583333333334","0.5463541666666667","True","0","0","0"
"1","HBASE-6951","HBASE","apachejit","2012-10-04","OneSecondBeforeFirstAssignmentDate","7","0","0","0","0","1","0","0","0","7","8","70.43","0.12280701754385964","2","0","53","0","0.35833333333333334","0.6583333333333333","False","0","0","0"
"0","HBASE-6953","HBASE","apachejit","2012-10-04","OneSecondBeforeFirstAssignmentDate","5","0","0","0","0","0","0","0","0","5","10","28.84","0.1282051282051282","0","0","34","0","0.0","0.0","True","0","0","0"
"0","HBASE-696","HBASE","apachejit","2008-07-01","OneSecondBeforeFirstAssignmentDate","8","1","0","0","0","1","1","0","0","8","9","73.85","0.12903225806451613","0","0","42","3","0.0","0.5","True","0","0.0","0"
"1","HBASE-6965","HBASE","apachejit","2012-10-09","OneSecondBeforeFirstAssignmentDate","20","2","0","0","0","2","1","0","0","20","50","60.01","0.10526315789473684","0","0","159","16","-0.011363636363636366","0.326010101010101","True","0","0","0"
"1","HBASE-697","HBASE","apachejit","2008-06-26","OneSecondBeforeFirstAssignmentDate","3","0","0","0","0","0","1","0","0","3","4","98.72","0.16666666666666666","0","1","13","3","0.13636363636363635","0.45454545454545453","False","0","0.0","0"
"1","HBASE-6974","HBASE","apachejit","2012-10-12","OneSecondBeforeFirstAssignmentDate","7","1","0","1","0","2","0","0","0","7","12","73.47","0.12727272727272726","0","0","44","0","0.38","0.77","False","0","0","0"
"1","HBASE-6977","HBASE","apachejit","2012-10-11","OneSecondBeforeFirstAssignmentDate","12","2","0","2","0","3","0","0","0","12","22","76.11","0.1188118811881188","2","0","85","6","0.0875","0.328125","False","0","0","0"
"1","HBASE-6979","HBASE","apachejit","2012-10-11","OneSecondBeforeFirstAssignmentDate","11","2","0","1","0","0","0","0","0","11","10","60.51","0.22916666666666666","1","0","43","0","-0.5","0.3","False","0","0","0"
"0","HBASE-6990","HBASE","apachejit","2012-10-15","OneSecondBeforeFirstAssignmentDate","17","3","0","0","0","1","0","0","1","17","37","81.53","0.1349206349206349","0","0","106","12","0.145","0.66","False","1","0.5","1"
"1","HBASE-7","HBASE","apachejit","2007-12-17","OneSecondBeforeFirstAssignmentDate","7","0","0","0","0","0","0","0","0","7","3","85.18","0.25","0","0","23","1","0.1","0.30000000000000004","False","0","0","0"
"0","HBASE-7006","HBASE","apachejit","2013-01-04","OneSecondBeforeFirstAssignmentDate","14","0","0","0","0","3","0","0","0","14","17","95.77","0.17721518987341772","0","0","66","5","-0.024537037037037038","0.33842592592592596","False","0","0.0","0"
"1","HBASE-7008","HBASE","apachejit","2012-10-18","OneSecondBeforeFirstAssignmentDate","4","0","0","0","0","0","1","0","0","4","5","-20.75","0.2222222222222222","0","0","15","1","0.5","0.5","False","0","0","0"
"1","HBASE-7018","HBASE","apachejit","2012-10-19","OneSecondBeforeFirstAssignmentDate","30","4","0","0","0","3","0","0","2","30","61","52.09","0.09375","1","0","228","16","0.27803030303030307","0.5837121212121211","True","0","0","0"
"1","HBASE-7027","HBASE","apachejit","2012-10-22","OneSecondBeforeFirstAssignmentDate","6","0","0","2","0","0","0","0","0","6","15","67.79","0.09090909090909091","0","0","61","1","-0.11285714285714285","0.5521428571428572","False","0","0","0"
"1","HBASE-7032","HBASE","apachejit","2012-10-22","OneSecondBeforeFirstAssignmentDate","3","0","0","1","0","0","0","0","0","3","6","23.39","0.14285714285714285","1","0","17","0","0.1","0.2","False","0","0","0"
"1","HBASE-7033","HBASE","apachejit","2012-10-23","OneSecondBeforeFirstAssignmentDate","9","0","0","0","0","1","0","1","0","9","14","67.35","0.1267605633802817","0","0","62","1","0.2590909090909091","0.39488636363636365","False","0","0","0"
"1","HBASE-7034","HBASE","apachejit","2013-01-12","OneSecondBeforeFirstAssignmentDate","17","0","0","0","0","0","8","0","0","17","40","21.26","0.08629441624365482","0","0","107","7","-0.42499999999999993","0.44166666666666665","True","2","0.6666666666666666","1"
"1","HBASE-7042","HBASE","apachejit","2012-10-24","OneSecondBeforeFirstAssignmentDate","3","0","0","0","0","0","1","0","0","3","7","20.34","0.0967741935483871","0","0","26","0","0.43333333333333335","0.8333333333333334","False","0","0","0"
"0","HBASE-7045","HBASE","apachejit","2012-10-24","OneSecondBeforeFirstAssignmentDate","5","0","0","0","0","0","1","0","0","5","7","74.19","0.14705882352941177","2","0","28","1","0.0","0.0","False","0","0","0"
"0","HBASE-7051","HBASE","apachejit","2012-10-31","OneSecondBeforeFirstAssignmentDate","28","0","0","1","1","1","5","0","2","28","40","65.96","0.13145539906103287","2","0","156","8","0.026071428571428558","0.47440476190476194","True","8","0.2857142857142857","1"
"0","HBASE-7055","HBASE","apachejit","2012-10-25","OneSecondBeforeFirstAssignmentDate","3","0","0","0","0","0","0","0","0","3","7","91.07","0.1111111111111111","0","0","18","1","-0.75","1.0","False","0","0","0"
"0","HBASE-706","HBASE","apachejit","2008-07-07","OneSecondBeforeFirstAssignmentDate","23","2","0","0","0","1","0","0","0","23","65","-2.2","0.08041958041958042","0","0","166","24","-0.04763888888888888","0.4755555555555556","True","0","0.0","0"
"1","HBASE-7060","HBASE","apachejit","2012-10-29","OneSecondBeforeFirstAssignmentDate","16","4","1","3","0","0","0","0","5","16","57","57.47","0.058823529411764705","0","0","174","14","-0.05366161616161616","0.17714646464646464","True","0","0","0"
"1","HBASE-7062","HBASE","apachejit","2012-10-29","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","2","99.23","0.14285714285714285","0","0","6","1","0.0","0.0","False","0","0","0"
"1","HBASE-7063","HBASE","apachejit","2012-11-02","OneSecondBeforeFirstAssignmentDate","6","0","0","2","0","2","0","0","0","6","16","70.6","0.1016949152542373","2","0","47","1","0.0","0.2625","False","1","0.25","1"
"1","HBASE-7066","HBASE","apachejit","2012-10-30","OneSecondBeforeFirstAssignmentDate","5","1","0","0","0","0","0","0","0","5","4","39.7","0.16129032258064516","1","0","25","0","0.0","0.0","False","0","0.0","0"
"1","HBASE-7080","HBASE","apachejit","2012-10-31","OneSecondBeforeFirstAssignmentDate","2","0","0","0","0","0","0","0","0","2","23","-388.62","0.02564102564102564","0","0","32","6","-0.25","0.35000000000000003","True","0","0","0"
"1","HBASE-7082","HBASE","apachejit","2012-10-31","OneSecondBeforeFirstAssignmentDate","7","1","0","0","0","0","0","0","0","7","4","11.58","0.35","0","0","18","0","-0.375","0.325","False","0","0","0"
"0","HBASE-7088","HBASE","apachejit","2012-11-02","OneSecondBeforeFirstAssignmentDate","5","1","0","1","0","0","0","0","0","5","13","47.15","0.0641025641025641","1","0","49","7","0.0","0.35714285714285715","True","0","0","0"
"0","HBASE-709","HBASE","apachejit","2008-06-25","OneSecondBeforeFirstAssignmentDate","19","0","0","0","0","0","0","0","0","19","64","-51.85","0.046798029556650245","0","0","155","29","0.0","0.1","True","0","0.0","0"
"1","HBASE-71","HBASE","apachejit","2008-02-24","OneSecondBeforeFirstAssignmentDate","13","2","0","2","0","0","0","0","0","13","25","53.81","0.13","2","1","87","0","0.11038961038961037","0.6155844155844156","False","0","0.0","0"
"0","HBASE-710","HBASE","apachejit","2008-06-26","OneSecondBeforeFirstAssignmentDate","24","2","0","2","0","1","1","0","1","24","305","53.75","0.018838304552590265","2","0","675","115","-0.37431633407243176","0.672468588322247","True","1","0.3333333333333333","1"
"1","HBASE-7103","HBASE","apachejit","2012-11-06","OneSecondBeforeFirstAssignmentDate","30","1","0","0","0","0","0","0","0","30","41","78.45","0.14285714285714285","0","0","166","7","0.041666666666666664","0.3143518518518518","False","0","0","0"
"1","HBASE-7110","HBASE","apachejit","2012-11-07","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","3","51.85","0.07142857142857142","0","0","11","1","0.0","0.4","False","0","0","0"
"1","HBASE-7111","HBASE","apachejit","2012-11-07","OneSecondBeforeFirstAssignmentDate","22","4","0","4","0","1","5","0","1","22","57","62.14","0.07006369426751592","0","0","204","11","-0.07142857142857142","0.47482993197278905","True","0","0","0"
"0","HBASE-7113","HBASE","apachejit","2012-11-07","OneSecondBeforeFirstAssignmentDate","1","0","0","0","0","0","0","0","0","1","5","-33.1","0.058823529411764705","0","0","9","0","-0.5","0.3","True","0","0","0"
